,Season,Date,Home_Team_ID,Away_Team_ID,Home_Goals,Away_Goals,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,HomeTeamRating,AwayTeamRating,HomeShortPass,AwayShortPass,HomeLongPass,AwayLongPass,HomeFreeKickAccuracy,AwayFreeKickAccuracy,HomeBallControl,AwayBallControl,HomeSprintSpeed,AwaySprintSpeed,HomeShotPower,AwayShotPower,HomeInterception,AwayInterception,HomePenalties,AwayPenalties,HomeStandingTackle,AwayStandingTackle,HomeSlindingTackle,AwaySlindingTackle,Away Support,HomeTeamWins_Home,HomeTeamWins_Away,AwayTeamWins_Home,AwayTeamWins_Away,HomeVsAway_Home,HomeVsAway_Away,,Outcome
2107,2013/2014,07-05-2014 00:00,8472,8659,2,0,37233,188540,24150,30362,196169,25150,24159,35443,160243,184822,169721,24147,23922,42168,32441,23257,24171,113968,32734,239807,25666,33468,72.54545455,73.54545455,65.09090909,67.45454545,60.36363636,61.81818182,55.18181818,55.81818182,66.18181818,67.72727273,68.72727273,63.81818182,62.63636364,66.72727273,57.90909091,55,59.72727273,62.90909091,55.72727273,57.09090909,54.27272727,52.90909091,4109,1,1,1,1,0.4,0.5,,Win
2108,2013/2014,02-03-2014 00:00,10003,9826,1,1,37193,89185,24948,74663,276121,23882,24123,38831,2802,23305,143365,22998,146830,23837,23030,25830,212714,112035,8985,160194,22929,25537,76.27272727,71.81818182,70.45454545,64.09090909,62.81818182,60.36363636,47.72727273,48.63636364,71.63636364,65.09090909,73,65.54545455,61.81818182,64,54.63636364,56.18181818,58.45454545,51.54545455,56.18181818,57.63636364,52.63636364,53,2040.7,1,1,1,1,0,0.1,,Tie
2109,2013/2014,02-03-2014 00:00,8586,8344,1,0,26295,111800,24531,37762,290411,30895,41008,114971,166422,30960,37506,32446,150176,176889,112205,40651,410359,110169,33781,49970,197910,24157,78,71.81818182,69.18181818,64.81818182,61.54545455,60.09090909,47.54545455,48.72727273,71.90909091,65.45454545,74.63636364,71.72727273,68.09090909,60.72727273,54.27272727,58.63636364,60.18181818,54.72727273,54.63636364,61.81818182,52,59.72727273,3580.8,1,1,1,1,0,0.1,,Win
2110,2013/2014,25-03-2014 00:00,9825,10003,2,2,169718,26111,35606,26005,78513,31435,23688,196386,37436,24011,46469,37193,89185,74663,24948,102356,127130,23882,38831,24123,118528,143365,80,76.72727273,74.63636364,71.54545455,67.81818182,64.81818182,58.09090909,47.54545455,72.36363636,71.45454545,65.18181818,69,72.18181818,62.27272727,61.90909091,58.36363636,65.18181818,57.18181818,60.36363636,59.45454545,59.36363636,55.18181818,6001.3,1,1,1,1,0.2,0.3,,Tie
2111,2013/2014,08-03-2014 00:00,8344,9879,3,1,32446,150176,176889,40651,410359,150596,49970,197910,149917,30988,24157,30841,31290,30839,26777,24130,27339,128827,23283,30352,282276,36257,72.09090909,74.90909091,63.72727273,69.54545455,58.81818182,64.36363636,49.90909091,57.54545455,65.54545455,69.45454545,73.63636364,65.54545455,59.18181818,70.54545455,55.63636364,57.63636364,56.63636364,58.54545455,57.36363636,57.36363636,53.45454545,57.09090909,2743,1,1,1,1,0,0.1,,Win
2112,2013/2014,08-03-2014 00:00,8455,8586,4,0,30859,31306,23783,30627,72541,30631,115067,79574,107417,178812,33639,26295,111800,24531,26108,37762,156727,500520,159833,157729,30895,30960,81.81818182,77.81818182,71.81818182,70,67.18181818,61.72727273,55,49.45454545,71.63636364,70.18181818,72.45454545,73,70.45454545,71.36363636,64.09090909,61.27272727,67.63636364,59.45454545,63,61.18181818,60.36363636,59.63636364,4148.2,1,1,1,1,0.5,0.6,,Win
2113,2013/2014,08-03-2014 00:00,9826,8466,0,1,22998,146830,23837,23030,32087,112035,8985,160194,22929,35345,35523,30974,157838,26552,114268,362694,46008,46893,23792,37234,109491,39225,71.36363636,75.90909091,63,68.63636364,59.09090909,64.36363636,44.09090909,45.27272727,64.45454545,69.63636364,64.63636364,68.81818182,63.90909091,59.72727273,55.90909091,63.09090909,50.36363636,56.18181818,57.63636364,60.72727273,53.45454545,57.90909091,2411.4,1,1,1,1,0,0.1,,Lose
2114,2013/2014,26-03-2014 00:00,8650,8472,2,1,37868,34036,22764,25984,239856,156008,30618,47558,184536,51553,40636,37233,30362,24150,188540,36786,113908,25150,414792,167634,169721,70297,79.72727273,73.45454545,74,64.54545455,67.09090909,58.72727273,56.90909091,48.54545455,72.63636364,65.72727273,73.54545455,67.54545455,68.27272727,62.54545455,57.72727273,60.72727273,61.90909091,53.90909091,60.72727273,61.18181818,58.09090909,60.18181818,4467.1,1,1,1,1,0.5,0.6,,Win
2115,2013/2014,07-05-2014 00:00,8456,10252,4,0,31432,30509,30459,39027,16351,41467,36615,38807,37459,26181,15403,69650,183715,139673,30602,161414,46010,26539,182223,78324,149895,184360,82.36363636,73,76.09090909,64.81818182,71.90909091,58.45454545,63.63636364,47.36363636,74.09090909,64.27272727,68.45454545,69.81818182,72.36363636,65.63636364,65.36363636,62.36363636,67.36363636,59.09090909,62.45454545,60,60.72727273,57.81818182,4708,1,1,1,1,0.5,0.6,,Win
2116,2013/2014,25-03-2014 00:00,10261,8668,0,3,24229,93985,24899,30929,308932,38373,109652,94550,150201,31292,46700,31465,77690,263653,24216,24846,101192,23782,24006,215384,251925,181276,75.54545455,77.27272727,68.63636364,71,60.45454545,64.54545455,49.36363636,54.18181818,67.54545455,71.90909091,68.54545455,72.90909091,61.09090909,64.54545455,59.72727273,57.90909091,57.27272727,59.90909091,61.18181818,60.36363636,58.09090909,56.45454545,5039.5,1,1,1,1,0.4,0.5,,Lose
2117,2013/2014,08-03-2014 00:00,9850,10194,1,1,40602,24903,24004,26209,25667,32728,40100,24583,201664,35493,116750,46518,119541,40695,47418,37194,109621,23253,25550,33881,110148,30830,74.54545455,74.27272727,66,69.18181818,59.09090909,61.18181818,50.72727273,54.45454545,68,67.54545455,72.54545455,65.81818182,68.63636364,65.18181818,54.09090909,56.90909091,58.63636364,62,60.18181818,56.81818182,53.54545455,51.45454545,2680.5,1,1,1,1,0.2,0.3,,Tie
2118,2013/2014,08-03-2014 00:00,8659,10260,0,3,24147,23922,32441,26527,23787,71502,113968,41232,24737,23257,25666,182917,38994,165823,186137,32569,39618,34944,41468,30829,449241,30843,74,80,69.45454545,74.54545455,62.72727273,68.90909091,53.45454545,57.72727273,67.90909091,73.90909091,63.72727273,73.27272727,64.54545455,67.90909091,60.09090909,53.27272727,60.36363636,64.81818182,61.72727273,54.45454545,56,51,2519.4,1,1,1,1,0.4,0.5,,Lose
2119,2013/2014,26-03-2014 00:00,8654,8667,2,1,169756,30668,24751,109897,43259,24372,37169,40015,23933,30892,47382,32496,163200,35480,24658,111930,115681,24656,131583,111865,23293,8922,73.27272727,72.81818182,63.27272727,64,63.36363636,59.09090909,49.18181818,49.90909091,66.36363636,64.27272727,63.18181818,67,70.36363636,61.81818182,61.63636364,59.09090909,59.81818182,54.27272727,61.90909091,59.90909091,62.72727273,57.54545455,3419.7,1,1,1,1,0.2,0.3,,Win
2120,2013/2014,01-09-2013 00:00,9825,8586,1,0,169718,214685,35606,46539,78513,143793,31435,75489,31013,46469,37436,26295,159833,24531,37762,46353,114971,41365,41008,166422,37506,110189,79.45454545,79.09090909,73.18181818,69.36363636,66.18181818,66.36363636,60.36363636,50.72727273,71.18181818,73.18181818,69.27272727,75.90909091,65.54545455,71.54545455,57.81818182,60.27272727,62.72727273,61.90909091,55.45454545,61.81818182,53.81818182,58.90909091,6001.3,1,1,1,1,0.5,0.5,,Win
2121,2013/2014,31-08-2013 00:00,8344,8668,0,0,32446,23732,176889,40651,24161,110169,197910,49970,33781,23806,24157,31465,77690,23268,24216,24846,24006,39618,26151,215384,36012,8922,71.90909091,78,63.18181818,70.72727273,57.90909091,64.54545455,46.72727273,51.54545455,65.09090909,71.18181818,71.90909091,73.45454545,57.90909091,67.54545455,56.09090909,55.63636364,50.18181818,62.81818182,58.09090909,56.09090909,55.45454545,51.72727273,2743,0.1,0.1,1,1,0,0,,Tie
2122,2013/2014,21-08-2013 00:00,8455,10252,2,1,30859,31306,30627,23783,38834,79574,30631,41468,128864,107417,35411,69650,183715,161414,30602,202553,26539,182223,78324,184360,148315,23264,82.81818182,73.63636364,72.54545455,65.81818182,67.18181818,58.27272727,54.90909091,49.27272727,72.90909091,68.09090909,72,71.81818182,69.90909091,69,60.18181818,55.45454545,67.54545455,60.90909091,56.63636364,53.81818182,54.45454545,50.36363636,4148.2,1,1,1,1,0.5,0.5,,Win
2123,2013/2014,31-08-2013 00:00,9826,8472,3,1,22998,146830,23030,24744,32087,35345,112035,8985,213502,363340,25537,24064,128209,24150,39331,160243,24159,40563,35443,167634,242308,169721,69.27272727,73,62.36363636,64.81818182,58.09090909,61.90909091,49.09090909,52.09090909,63.09090909,65.81818182,65.90909091,65.36363636,60.72727273,65.54545455,50.36363636,56.90909091,50,58.45454545,53.54545455,55.09090909,48.27272727,52.09090909,2411.4,0.1,0.1,1,1,0,0,,Win
2124,2013/2014,01-09-2013 00:00,8650,10260,1,0,37868,34036,25984,37475,22764,30618,95327,156008,174472,184536,51553,182917,186137,30865,30620,32569,24154,34944,23354,160713,113836,30843,79.36363636,81.90909091,73.18181818,74.63636364,67.27272727,68.72727273,59.09090909,56.90909091,71.45454545,72.81818182,76,71.36363636,70,69,57.81818182,58.45454545,63,68.36363636,58.81818182,56.81818182,55.90909091,55.63636364,4467.1,1,1,1,1,0.5,0.5,,Win
2125,2013/2014,31-08-2013 00:00,8456,8667,2,0,31432,30509,213485,33086,16351,36615,40196,33991,37412,37459,15403,32496,111930,163200,24658,111865,40055,24656,115681,231801,23839,38759,82.81818182,72.36363636,74.45454545,66.18181818,68.09090909,63.09090909,58.36363636,55.09090909,75,65.45454545,72.81818182,69.09090909,71.36363636,64,59.09090909,52.45454545,64.54545455,59,54,57.45454545,51.27272727,54.54545455,4708,1,1,1,1,0.2,0.2,,Win
2126,2013/2014,31-08-2013 00:00,10261,9879,1,0,24229,26154,93985,30929,150466,26163,94550,109652,41191,24225,46700,35477,31290,26777,23780,24130,282274,23283,24223,38229,27430,23949,77.09090909,77.27272727,68.72727273,72.09090909,62,62.27272727,51.72727273,51.72727273,71.18181818,69.54545455,73.54545455,67.72727273,66.36363636,68.72727273,52.90909091,55.90909091,63.27272727,59.45454545,57.63636364,54.27272727,53.27272727,53.27272727,5039.5,1,1,1,1,0.4,0.4,,Win
2127,2013/2014,31-08-2013 00:00,9850,8466,1,0,40602,32616,26209,34275,33963,32728,24583,109638,201664,34261,116750,30974,425255,26552,114268,23823,279490,46893,166676,37234,40165,39225,73.90909091,73.27272727,62.63636364,67.63636364,57.45454545,60.90909091,49.18181818,50.27272727,66.36363636,68,70.72727273,65.72727273,69.63636364,63.18181818,53.45454545,58.72727273,63.18181818,59.27272727,54.27272727,56,48.72727273,52.27272727,2680.5,1,1,1,1,0.1,0.1,,Win
2128,2013/2014,01-09-2013 00:00,8659,10003,0,2,23021,22964,32441,26527,23787,24171,113968,71502,23991,23293,37804,37193,89185,74663,24948,276121,127130,161651,2802,118528,38831,143365,74.27272727,76.09090909,66.81818182,69,57.90909091,62.18181818,47.36363636,47.09090909,68.72727273,68.27272727,68.18181818,69.45454545,62.54545455,60.18181818,59.81818182,59.81818182,61.36363636,57.54545455,54.54545455,59.09090909,52.18181818,53.18181818,2519.4,1,1,1,1,0.2,0.2,,Lose
2129,2013/2014,31-08-2013 00:00,8654,10194,0,1,23932,30668,24751,35110,23931,23933,37169,30892,40015,23538,91560,46518,119541,40695,38899,37194,33881,47418,109621,24773,39109,30988,73.36363636,75.45454545,65.36363636,66.54545455,61.81818182,63,49.81818182,52.09090909,65.45454545,64.54545455,69.09090909,67.45454545,69.63636364,65.63636364,57.63636364,59.63636364,62,62.63636364,56.90909091,60.72727273,57.36363636,56,3419.7,1,1,1,1,0.4,0.4,,Lose
2130,2013/2014,15-03-2014 00:00,10003,8659,1,2,37193,89185,193223,24948,276121,38831,23882,161651,38363,24123,143365,24147,32441,26527,169162,23922,24171,71502,32734,23787,33468,25666,76.09090909,73.36363636,70.18181818,66.18181818,63.09090909,60.36363636,49.18181818,49.09090909,69.81818182,66.09090909,71.90909091,65.72727273,61.18181818,63.36363636,59.63636364,59.90909091,53.18181818,59.36363636,59.72727273,63,57.18181818,59.72727273,2040.7,1,1,1,1,0.2,0.3,,Lose
2131,2013/2014,15-03-2014 00:00,10252,8455,1,0,69650,183500,30602,139673,156007,26539,182223,78324,184360,148315,23264,30859,31306,23783,30627,72541,79574,115067,94086,128864,107417,30853,73.27272727,82.36363636,64.63636364,72.45454545,57.81818182,66.81818182,52.90909091,52.63636364,65.81818182,73.09090909,70.54545455,73.63636364,69.36363636,68,53.90909091,62,63,62.36363636,54.90909091,59.90909091,51.81818182,56.18181818,3608.1,1,1,1,1,0.5,0.6,,Win
2132,2013/2014,15-03-2014 00:00,8668,8344,2,1,31465,77690,263653,24216,24846,101192,23782,251925,24006,26151,181276,32446,159882,176889,112205,410359,150176,49970,197910,150596,149917,24157,77.54545455,72.36363636,70.72727273,66.54545455,64.63636364,61.81818182,55.90909091,49.27272727,71.90909091,67.54545455,73.63636364,75.27272727,64.72727273,59.90909091,57.09090909,60.18181818,61.54545455,55.54545455,60,60.45454545,56.63636364,57.63636364,3773.2,1,1,1,1,0,0.1,,Win
2133,2013/2014,15-03-2014 00:00,9879,10261,1,0,35477,30839,37604,26777,30352,128827,23283,26782,282274,197514,282276,24229,93985,24899,30929,308932,94550,38373,109652,31292,150201,46700,73.90909091,75.45454545,68.63636364,68.63636364,59.72727273,60.45454545,54.72727273,49.36363636,67.09090909,67.36363636,65.18181818,68.27272727,68.36363636,61.09090909,61.18181818,59.72727273,56.63636364,57.27272727,59.81818182,61.18181818,58.90909091,58.09090909,2497.7,1,1,1,1,0.4,0.5,,Win
2134,2013/2014,15-03-2014 00:00,8667,8456,0,2,32496,24105,24658,163200,111865,111930,24656,115681,131583,8922,23293,31432,30509,39027,30459,31291,40196,26181,36615,37459,41467,15403,72.72727273,82.81818182,64.72727273,76.18181818,59.27272727,71.27272727,51.09090909,59.36363636,65.54545455,74.63636364,69,71.72727273,64.18181818,68.36363636,59.72727273,66.36363636,55.36363636,62.90909091,59.27272727,63.36363636,57.36363636,61.72727273,2411.7,1,1,1,1,0.2,0.3,,Lose
2135,2013/2014,16-03-2014 00:00,10260,8650,0,3,182917,38994,30865,186137,32569,39618,34944,41468,30829,449241,30843,37868,34036,22764,25984,239856,156008,30618,47558,246575,51553,40636,80.81818182,79.36363636,74.36363636,72.72727273,69.54545455,65.54545455,60.18181818,54.81818182,73.90909091,71.81818182,71.09090909,74.81818182,69.36363636,67.45454545,53.36363636,57.36363636,65.54545455,61.81818182,54.81818182,62.54545455,51.36363636,59.81818182,7520.7,1,1,1,1,0.5,0.6,,Lose
2136,2013/2014,15-03-2014 00:00,8466,9850,4,2,30974,157838,26552,114268,362694,46893,23792,190872,37234,279490,109491,40602,32616,24004,72417,25667,32728,40100,24583,46354,47194,35905,76,73.90909091,69.81818182,67.36363636,64.45454545,61.18181818,49.54545455,52.27272727,70.72727273,67.45454545,71.45454545,70.90909091,59.90909091,66.72727273,62.09090909,56,54.63636364,59.27272727,61.54545455,59,58.27272727,54.36363636,3021.2,1,1,1,1,0.1,0.2,,Win
2137,2013/2014,15-03-2014 00:00,10194,8654,3,1,46518,119541,40695,47418,37194,23253,109621,25550,24213,110148,30830,169756,30668,35110,109897,43259,37169,40015,39367,23933,30892,47382,74.90909091,73.81818182,70.45454545,64.36363636,62,63.18181818,54.81818182,45.63636364,68.36363636,66.18181818,66.27272727,66.54545455,63.90909091,69.72727273,57.72727273,63.09090909,61.45454545,60.72727273,56.36363636,63.54545455,52.36363636,64.27272727,2613.7,1,1,1,1,0.4,0.5,,Win
2138,2013/2014,15-03-2014 00:00,8472,9826,0,0,37233,36786,24150,30362,196169,35443,113908,24159,144996,184822,32627,22998,23358,23837,23030,146830,160194,112035,8985,22929,212714,35523,73,71.63636364,67,62.81818182,60.27272727,58.63636364,52.72727273,42.45454545,67.27272727,64,68.36363636,65.27272727,65.81818182,60.90909091,55.90909091,56.45454545,58.27272727,51,54.09090909,56,53.90909091,52.54545455,4109,1,1,1,1,0,0.1,,Tie
2139,2013/2014,16-03-2014 00:00,8586,9825,0,1,26295,111800,26108,37762,46353,156727,166422,500520,110189,157723,30960,169718,26111,35606,46539,78513,196386,24011,31435,37436,32118,46469,77.45454545,80.36363636,71.72727273,74.36363636,63,65.81818182,53.18181818,58.18181818,72,73,76.45454545,67.90909091,72.27272727,70.72727273,57.81818182,57.90909091,60.36363636,66.36363636,58,57.09090909,52.90909091,55,3580.8,1,1,1,1,0.5,0.6,,Lose
2140,2013/2014,23-03-2014 00:00,10252,10194,1,4,69650,183500,30602,139673,46010,26539,182223,78324,184360,148315,23264,46518,119541,40695,47418,37194,23253,97988,25550,109621,110148,30830,74.09090909,74.27272727,66,69.63636364,58.81818182,62.63636364,52.09090909,55.63636364,66.36363636,67.45454545,72.27272727,64.36363636,68.81818182,65.45454545,55.09090909,57.36363636,62.90909091,61.81818182,55.81818182,58.90909091,52.63636364,55.09090909,3608.1,1,1,1,1,0.5,0.6,,Lose
2141,2013/2014,22-03-2014 00:00,8344,8650,3,6,32446,150176,159882,176889,112205,410359,49970,197910,149917,33781,24157,37868,34036,22764,25984,239856,156008,30618,47558,184536,51553,40636,72.45454545,79.72727273,66.81818182,74,61.72727273,67.09090909,50.36363636,56.90909091,67.54545455,72.63636364,74.81818182,73.54545455,63.45454545,68.27272727,59.27272727,57.72727273,58.27272727,61.90909091,61.90909091,60.72727273,59.45454545,58.09090909,2743,1,1,1,1,0,0.1,,Lose
2142,2013/2014,22-03-2014 00:00,8455,9825,6,0,30859,31306,23783,30627,72541,115067,52133,178812,128864,107417,33639,169718,26111,35606,46539,78513,196386,24011,31435,37436,32118,46469,82.18181818,80.36363636,71.36363636,74.45454545,66.36363636,65.81818182,56.45454545,58.18181818,71.63636364,73,72.72727273,66.81818182,69.09090909,70.81818182,60.81818182,58,66.72727273,66.36363636,61.63636364,57.36363636,59.09090909,55.18181818,4148.2,1,1,1,1,0.5,0.6,,Win
2143,2013/2014,22-03-2014 00:00,8668,10003,3,2,31465,77690,263653,24216,24846,101192,23782,26151,215384,32448,181276,37193,89185,74663,24948,276121,23882,161651,23305,2802,38831,143365,77.81818182,76.54545455,71.72727273,70.72727273,66.63636364,62.81818182,54.72727273,45.27272727,72,70.45454545,74.54545455,72.09090909,65.72727273,58.45454545,57.72727273,59.18181818,61.45454545,56.45454545,60.90909091,60.18181818,57.36363636,55.90909091,3773.2,1,1,1,1,0.2,0.3,,Win
2144,2013/2014,22-03-2014 00:00,8667,8659,2,0,32496,111930,163200,24658,24105,115681,24656,131583,23839,8922,23293,24147,23922,32441,169162,23787,24171,71502,32734,254702,33468,25666,72.45454545,73.09090909,65.54545455,64.63636364,59.27272727,57.36363636,51.54545455,47.72727273,66.45454545,67,70.27272727,68.90909091,63.72727273,65.63636364,55.54545455,55.63636364,55.36363636,59.81818182,55.54545455,58.09090909,53.45454545,55.45454545,2411.7,1,1,1,1,0.1,0.2,,Win
2145,2013/2014,22-03-2014 00:00,8456,9879,5,0,31432,30509,30459,33086,16351,38807,40196,26181,36615,37459,75310,35477,30839,26777,37604,24130,282274,26782,31290,23283,30352,282276,82.18181818,73.72727273,75.54545455,67.90909091,71.72727273,60.72727273,65.90909091,52.90909091,73,65.54545455,68.27272727,64.90909091,71.36363636,68.90909091,62.54545455,62.90909091,66.45454545,56.27272727,61.72727273,63,59.90909091,63.45454545,4708,1,1,1,1,0.5,0.6,,Win
2146,2013/2014,22-03-2014 00:00,10261,9826,1,0,24229,93985,24899,30929,308932,94550,109652,38373,31292,150201,46700,22998,23358,23837,23030,146830,35345,112035,8985,22929,160194,31953,75.54545455,71.54545455,68.63636364,63.81818182,60.45454545,60.09090909,49.36363636,45.36363636,67.54545455,63.45454545,68.54545455,67.18181818,61.09090909,62.81818182,59.72727273,57.81818182,57.27272727,50.36363636,61.18181818,59.72727273,58.09090909,55.63636364,5039.5,1,1,1,1,0,0.1,,Win
2147,2013/2014,22-03-2014 00:00,9850,8472,2,0,40602,24903,24004,26209,25667,32728,40100,46354,35493,34261,116750,37233,36786,24150,30362,196169,144996,113908,160243,24159,70297,184822,74.72727273,72.81818182,66.09090909,67.18181818,58.72727273,59,51,53.18181818,67.90909091,66.45454545,71.54545455,68.45454545,68.18181818,65.54545455,54.18181818,57.36363636,57.90909091,56.27272727,60.90909091,56.72727273,53.09090909,54.81818182,2680.5,1,1,1,1,0.2,0.3,,Win
2148,2013/2014,23-03-2014 00:00,8586,8466,3,2,26295,111800,37762,26108,46353,41008,500520,30895,110189,157723,37506,30974,157838,26552,114268,362694,279490,46008,23792,37234,109491,39225,78.09090909,75.45454545,71.90909091,68.36363636,63.27272727,64.45454545,53.90909091,47.27272727,73.81818182,70.09090909,77,68.90909091,71.09090909,59.36363636,58.81818182,61.54545455,61.27272727,55.72727273,58.18181818,59,52.36363636,56.36363636,3580.8,1,1,1,1,0.1,0.2,,Win
2149,2013/2014,22-03-2014 00:00,8654,10260,0,2,169756,30668,109897,24751,43259,37169,40015,23933,30892,24372,47382,182917,38994,186137,34944,118434,39618,41468,24148,23354,144993,30829,73.27272727,79,63.27272727,75.18181818,63.36363636,70.45454545,49.18181818,61.90909091,66.36363636,76.45454545,63.18181818,72.81818182,70.36363636,71,61.63636364,55.90909091,59.81818182,66.63636364,61.90909091,53.90909091,62.72727273,52.54545455,3419.7,1,1,1,1,0.4,0.5,,Lose
2150,2013/2014,29-03-2014 00:00,9825,8456,1,1,169718,26111,35606,26005,78513,24011,23688,31435,37436,32118,46469,31432,30509,30459,39027,31291,36615,40196,33991,37459,26181,15403,79.90909091,83.27272727,74.81818182,76.18181818,66.81818182,70.90909091,60.09090909,57.90909091,72.27272727,75.54545455,63.54545455,74,73.72727273,68.09090909,60.81818182,61.81818182,66.90909091,62.81818182,59.36363636,57.72727273,58.18181818,57.09090909,6001.3,1,1,1,1,0.5,0.6,,Tie
2151,2013/2014,29-03-2014 00:00,9826,8455,1,0,22998,23358,23837,23030,146830,35345,112035,22929,8985,160194,31953,30859,31306,23783,30627,72541,52133,115067,178812,30631,107417,30853,71.54545455,82,63.81818182,71.72727273,60.09090909,65.63636364,45.36363636,56.90909091,63.45454545,71.72727273,67.18181818,71.09090909,62.81818182,70.36363636,57.81818182,63.45454545,50.36363636,67.45454545,59.72727273,62.27272727,55.63636364,60,2411.4,1,1,1,1,0,0.1,,Win
2152,2013/2014,30-03-2014 00:00,9879,8668,1,3,35477,31290,30839,26777,24130,23283,26782,197514,128827,30352,509148,31465,77690,263653,24216,24846,101192,23782,251925,215384,24006,181276,74,77.27272727,70.09090909,71,64.45454545,64.54545455,56.27272727,54.18181818,68.27272727,71.90909091,66.27272727,72.90909091,70.81818182,64.54545455,65.36363636,57.90909091,57.36363636,59.90909091,65.27272727,60.36363636,64,56.45454545,2497.7,1,1,1,1,0.5,0.6,,Lose
2153,2013/2014,30-03-2014 00:00,8650,8586,4,0,37868,34036,22764,25984,239856,156008,30618,184536,246575,51553,40636,26295,111800,37762,26108,46353,157729,500520,30895,110189,157723,37506,79.72727273,77.54545455,73,71.54545455,66,62.63636364,56.90909091,56.63636364,72.45454545,73.09090909,75.54545455,76,68.09090909,71.18181818,53.36363636,55.54545455,63.09090909,62.45454545,59.36363636,56.27272727,57.09090909,51.72727273,4467.1,1,1,1,1,0.5,0.6,,Win
2154,2013/2014,29-03-2014 00:00,10260,10252,4,1,182917,38994,30865,186137,118434,24148,23354,41468,39618,144993,30829,69650,30602,161414,46010,183500,182223,78324,139671,184360,23264,148315,79.36363636,74,73.27272727,67.63636364,67.90909091,59.63636364,59.45454545,54.36363636,74.54545455,68.54545455,71.81818182,74.27272727,69.09090909,69.54545455,55.63636364,52.81818182,65,63.90909091,55,52.27272727,53.45454545,48.72727273,7520.7,1,1,1,1,0.5,0.6,,Win
2155,2013/2014,29-03-2014 00:00,8466,10261,4,0,30974,425255,26552,114268,362694,279490,46008,23792,37234,109491,39225,23979,93985,24899,30929,240236,109652,38373,26163,94550,31292,46700,75,75.27272727,68.09090909,68.81818182,64.36363636,63.27272727,48.18181818,52.45454545,69.81818182,68.54545455,68.18181818,72,58.81818182,64.90909091,61.54545455,59.36363636,56.45454545,59.09090909,59.09090909,61.63636364,55.90909091,57.90909091,3021.2,1,1,1,1,0.1,0.2,,Win
2156,2013/2014,29-03-2014 00:00,10194,8667,1,0,46518,119541,40695,47418,37194,23253,109621,25550,24213,110148,30830,24227,163200,35480,24658,111930,115681,24656,131583,24105,23293,8922,74.90909091,71.63636364,70.45454545,62.54545455,62,57.90909091,54.81818182,45.36363636,68.36363636,64.18181818,66.27272727,68,63.90909091,62.45454545,57.72727273,58.09090909,61.45454545,53.27272727,56.36363636,57.54545455,52.36363636,55.63636364,2613.7,1,1,1,1,0.2,0.3,,Win
2157,2013/2014,31-03-2014 00:00,8472,8654,1,2,37233,36786,24150,30362,188540,113908,25150,144996,196169,184822,169721,169756,30668,35110,109897,43259,37169,24372,40015,23933,30892,47382,72.45454545,73.36363636,64.54545455,63.72727273,59.36363636,63.18181818,51,46.81818182,65.54545455,66.09090909,68.09090909,65.18181818,62.81818182,69.90909091,59.18181818,61.63636364,55.45454545,60.18181818,60.36363636,62.54545455,59.72727273,62.81818182,4109,1,1,1,1,0.4,0.5,,Lose
2158,2013/2014,29-03-2014 00:00,10003,9850,3,0,37193,89185,74663,24948,276121,23882,127130,24123,118528,38831,143365,40602,24903,72417,26209,25667,32728,46354,40100,35493,116750,34261,76.72727273,74.27272727,71.63636364,66.18181818,64.54545455,58.81818182,48.81818182,50.09090909,71.36363636,67.90909091,69.90909091,70.09090909,62.90909091,64.45454545,57.90909091,53.72727273,58.09090909,60.18181818,59.45454545,60.27272727,54.90909091,52.45454545,2040.7,1,1,1,1,0.2,0.3,,Win
2159,2013/2014,29-03-2014 00:00,8659,8344,3,3,24147,23922,32441,169162,23787,24171,71502,32734,41232,33468,196308,32446,159882,176889,40651,24161,49970,150176,149917,110169,33781,24157,73.45454545,72.27272727,66.63636364,64.45454545,61.45454545,60.09090909,52.18181818,46.45454545,68,65.18181818,68,71.63636364,64.63636364,58.54545455,57.18181818,59.09090909,62.81818182,51.54545455,59.54545455,64.27272727,56.90909091,61.81818182,2519.4,1,1,1,1,0,0.1,,Tie
2160,2013/2014,05-04-2014 00:00,10252,9879,1,2,69650,183715,30602,139673,46010,139671,182223,183500,156007,24698,184360,35477,31290,30839,26777,37604,197514,37259,23283,30352,128827,282276,72.27272727,74.09090909,62.54545455,68.63636364,57.09090909,61.90909091,52.81818182,51.36363636,64.09090909,67,67.72727273,63.63636364,66.45454545,66.45454545,57.27272727,64.63636364,60.27272727,56.81818182,58,64.45454545,52.90909091,63.27272727,3608.1,1,1,1,1,0.5,0.6,,Lose
2161,2013/2014,05-04-2014 00:00,8344,9826,0,3,32446,159882,176889,40651,24161,49970,198510,149917,214123,30988,24157,22998,23358,23837,23030,146830,8985,112035,35345,22929,160194,31953,72,71.72727273,62.09090909,63.81818182,56.90909091,60.09090909,43.27272727,45.36363636,65.63636364,63.36363636,73.63636364,67.18181818,56.72727273,62.81818182,50.27272727,58.09090909,51.27272727,50.36363636,54.81818182,59.90909091,52.81818182,55.63636364,2743,1,1,1,1,0,0.1,,Lose
